1,1,536.02,265.55,101.39,327.48,0.9999892711639404,-1,-1,-1
1,2,391.13,283.66,112.58,313.24,0.9999812841415405,-1,-1,-1
1,3,1018.59,238.50,119.76,401.35,0.9999780654907227,-1,-1,-1
1,4,877.63,144.83,232.79,644.95,0.9999608993530273,-1,-1,-1
1,5,-104.74,-27.40,433.68,1196.98,0.9998514652252197,-1,-1,-1
1,6,734.36,320.99,50.64,136.03,0.9994511008262634,-1,-1,-1
1,7,868.70,255.47,95.32,300.39,0.9992781281471252,-1,-1,-1
1,8,792.24,327.16,43.50,120.87,0.9988014698028564,-1,-1,-1
1,9,1372.50,319.82,46.42,129.86,0.9986183643341064,-1,-1,-1
1,10,692.78,331.97,41.47,130.37,0.9980950951576233,-1,-1,-1
1,11,846.94,331.50,43.57,117.26,0.9904594421386719,-1,-1,-1
1,12,1322.92,333.50,38.58,106.85,0.9893506169319153,-1,-1,-1
1,13,1855.68,329.97,38.01,109.26,0.9864888787269592,-1,-1,-1
1,14,1795.56,331.78,37.31,105.44,0.9787010550498962,-1,-1,-1
1,15,1632.38,336.46,29.87,81.43,0.9739736318588257,-1,-1,-1
1,16,1657.50,336.58,28.80,81.30,0.9499640464782715,-1,-1,-1
1,17,1645.46,335.46,26.78,79.27,0.7140085101127625,-1,-1,-1
1,18,1345.68,341.07,31.18,99.76,0.578021764755249,-1,-1,-1
1,19,1807.69,334.76,37.49,98.88,0.21949544548988342,-1,-1,-1
1,20,1357.42,342.69,37.43,94.83,0.1514289528131485,-1,-1,-1
1,21,757.60,326.58,42.03,128.05,0.08090624958276749,-1,-1,-1
1,22,1819.44,329.19,38.22,107.14,0.07758314907550812,-1,-1,-1
1,23,848.39,311.67,56.09,177.41,0.064143106341362,-1,-1,-1
1,24,1308.92,338.16,40.20,106.81,0.05931432917714119,-1,-1,-1
1,25,954.07,247.45,132.47,341.60,0.05072355642914772,-1,-1,-1
2,1,533.27,263.04,100.73,329.09,0.9999970197677612,-1,-1,-1
2,2,383.07,272.94,112.58,321.48,0.9999947547912598,-1,-1,-1
2,3,1015.42,236.40,118.45,403.53,0.9999819993972778,-1,-1,-1
2,4,877.83,144.38,228.17,646.00,0.9999704360961914,-1,-1,-1
2,5,-122.06,-31.90,445.43,1207.70,0.9998350143432617,-1,-1,-1
2,6,730.86,319.82,51.39,137.13,0.9996933937072754,-1,-1,-1
2,7,866.70,261.00,93.05,300.13,0.9993157386779785,-1,-1,-1
2,8,789.71,327.89,42.70,120.51,0.9997366070747375,-1,-1,-1
2,9,1371.71,318.84,45.38,130.70,0.9990271329879761,-1,-1,-1
2,10,691.26,330.48,40.38,130.52,0.9990142583847046,-1,-1,-1
2,11,843.56,330.53,44.65,117.62,0.9921780228614807,-1,-1,-1
2,12,1320.57,335.30,38.05,106.49,0.9923769235610962,-1,-1,-1
2,13,1851.62,333.93,37.47,110.17,0.9893350005149841,-1,-1,-1
2,14,1793.45,333.13,36.38,104.59,0.9701945781707764,-1,-1,-1
2,15,1632.35,340.08,28.99,79.59,0.9677918553352356,-1,-1,-1
2,16,1653.93,340.18,26.63,78.99,0.9417334794998169,-1,-1,-1
2,17,1643.92,339.38,25.51,78.24,0.6665632724761963,-1,-1,-1
2,18,1339.39,342.31,31.55,97.03,0.6008992195129395,-1,-1,-1
