1,0,536.02,265.55,101.39,327.48,0.9999892711639404,-1,-1,-1
1,1,391.13,283.66,112.58,313.24,0.9999812841415405,-1,-1,-1
1,2,1018.59,238.50,119.76,401.35,0.9999780654907227,-1,-1,-1
1,3,877.63,144.83,232.79,644.95,0.9999608993530273,-1,-1,-1
1,4,-104.74,-27.40,433.68,1196.98,0.9998514652252197,-1,-1,-1
1,5,734.36,320.99,50.64,136.03,0.9994511008262634,-1,-1,-1
1,6,868.70,255.47,95.32,300.39,0.9992781281471252,-1,-1,-1
1,7,792.24,327.16,43.50,120.87,0.9988014698028564,-1,-1,-1
1,8,1372.50,319.82,46.42,129.86,0.9986183643341064,-1,-1,-1
1,9,692.78,331.97,41.47,130.37,0.9980950951576233,-1,-1,-1
1,10,846.94,331.50,43.57,117.26,0.9904594421386719,-1,-1,-1
1,11,1322.92,333.50,38.58,106.85,0.9893506169319153,-1,-1,-1
1,12,1855.68,329.97,38.01,109.26,0.9864888787269592,-1,-1,-1
1,13,1795.56,331.78,37.31,105.44,0.9787010550498962,-1,-1,-1
1,14,1632.38,336.46,29.87,81.43,0.9739736318588257,-1,-1,-1
1,15,1657.50,336.58,28.80,81.30,0.9499640464782715,-1,-1,-1
1,16,1645.46,335.46,26.78,79.27,0.7140085101127625,-1,-1,-1
1,17,1345.68,341.07,31.18,99.76,0.578021764755249,-1,-1,-1
2,0,533.45,263.99,100.46,331.19,0.9999970197677612,-1,-1,-1
2,1,384.45,272.19,113.16,329.96,0.9999947547912598,-1,-1,-1
2,2,1016.15,238.11,117.89,406.07,0.9999819993972778,-1,-1,-1
2,3,880.98,144.45,224.33,648.00,0.9999704360961914,-1,-1,-1
2,4,-141.57,-23.53,457.86,1219.41,0.9998350143432617,-1,-1,-1
2,7,789.65,328.56,42.40,121.03,0.9997366070747375,-1,-1,-1
2,5,731.80,320.93,52.78,138.26,0.9996933937072754,-1,-1,-1
2,6,868.17,256.81,91.10,300.26,0.9993157386779785,-1,-1,-1
2,8,1373.21,318.89,44.76,132.40,0.9990271329879761,-1,-1,-1
2,9,692.29,332.24,39.76,131.03,0.9990142583847046,-1,-1,-1
2,11,1322.08,336.21,38.11,106.98,0.9923769235610962,-1,-1,-1
2,10,844.78,331.31,46.30,118.24,0.9921780228614807,-1,-1,-1
2,12,1851.67,334.78,36.93,111.34,0.9893350005149841,-1,-1,-1
2,13,1794.82,333.49,35.75,104.18,0.9701945781707764,-1,-1,-1
2,14,1632.87,342.35,28.98,78.18,0.9677918553352356,-1,-1,-1
2,15,1654.96,342.91,25.26,76.99,0.9417334794998169,-1,-1,-1
2,16,1645.57,341.79,25.03,77.48,0.6665632724761963,-1,-1,-1
2,17,1338.46,345.97,32.10,95.06,0.6008992195129395,-1,-1,-1
3,0,529.47,264.37,96.54,336.14,0.9999959468841553,-1,-1,-1
3,1,377.64,267.41,119.99,334.60,0.9999895095825195,-1,-1,-1
3,2,1016.50,239.37,116.00,406.25,0.9999881982803345,-1,-1,-1
3,3,881.80,144.03,213.74,652.81,0.9999822378158569,-1,-1,-1
3,7,786.68,327.93,44.67,122.62,0.9998440742492676,-1,-1,-1
3,5,729.91,320.33,52.54,137.15,0.9997592568397522,-1,-1,-1
3,4,-164.05,-39.15,470.43,1262.97,0.9995167255401611,-1,-1,-1
3,8,1368.59,322.00,46.44,130.09,0.9991779923439026,-1,-1,-1
3,6,870.17,255.60,89.56,304.89,0.9989466071128845,-1,-1,-1
3,9,689.00,332.48,41.07,129.03,0.9988677501678467,-1,-1,-1
3,12,1852.00,337.33,36.27,110.54,0.9969493746757507,-1,-1,-1
3,11,1320.81,336.86,34.51,109.13,0.9948225021362305,-1,-1,-1
3,14,1628.71,344.77,31.06,81.89,0.9895995855331421,-1,-1,-1
